LANGUAGE,TWEET,CREATED_AT,FAVORITE_COUNT
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,"New story on NPR: Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/iAqO0nlvjV",2022-10-28T09:27:41.000Z,0
en,"@elonmusk #Metoo. 

I mean, ok.

Ciao.",2022-10-28T09:24:29.000Z,0
en,"New story on NPR: Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/hFGTzFKV9I",2022-10-28T09:21:36.000Z,0
en,"Where the #MeToo movement stands, 5 years after Weinstein allegations came to light - #MeToo helped launch a wider examination of society's treatment of women in everyday life, at the workplace, and in Hollywood. But there remain institutional problems r… https://t.co/uZC0kLwHFU",2022-10-28T09:21:28.000Z,0
en,"New story on NPR: Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/bgAuY9lwqi",2022-10-28T09:17:53.000Z,0
en,"I remember this case. Horrible. Before #Metoo movement revelations.

Rochdale victim: ‘I was groomed at 14, then the courts came for my children’  https://t.co/Dcwrw4ZjNI",2022-10-28T09:17:45.000Z,0
en,#avengers #bachelor #boxing #billionare #cannabis #drugs #edibles #feminist #feminism #ganja #love  #metoo #money #married #nba #power #relationship #rich #solitude #success #wealth #weed This one was a symbol. https://t.co/LE3aQoofWs,2022-10-28T09:15:42.000Z,1
en,#avengers #bachelor #boxing #billionare #cannabis #drugs #edibles #feminist #feminism #ganja #love  #metoo #money #married #nba #power #relationship #rich #solitude #success #wealth #weed This one was a symbol. https://t.co/LE3aQoofWs,2022-10-28T09:15:42.000Z,1
en,"New story on NPR: Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/SlMaoLT3Oo",2022-10-28T09:10:41.000Z,0
en,Five years of #MeToo: &lt;em&gt; #NewYorkTimes&lt;/em&gt; complains not enough damage has been done https://t.co/M6RS46jzbe,2022-10-28T09:09:11.000Z,0
en,"Excited to share the cover of my edited book!

The book is about the #MeToo movement in the global south. Early career scholars and grad students have contributed 15 of the 16 chapters in the book. Will be out in May 2023 with Oxford. https://t.co/Ue9WsqhvjL",2022-10-27T16:02:29.000Z,366
en,"Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/QcujaYOCn0 https://t.co/MXR2MX5vN7",2022-10-28T09:05:35.000Z,0
en,"Where the #MeToo movement stands, 5 years after Weinstein allegations came to light https://t.co/ZqrTVdl0ON",2022-10-28T09:02:03.000Z,1
en,#MeToo turns five: Taking stock of gender-based violence in Canadian politics https://t.co/PmLebDr8NO via @ConversationCA,2022-10-28T08:58:03.000Z,0
en,"@SLove2lindy @JoeBiden A BIG THANK YOU @SLove2lindy for help proving that the #Metoo was one BIG ASS LIE when you and a million(s) of other women voted for a man who gropes little girls. Too bad, it didn't stop 💩and it led to Roe V Wade being overturned.",2022-10-28T08:53:44.000Z,0
en,@LIndaJo09311641 @WhosFibbing We are witnessing a naive young woman who was promised an outcome she is far from getting. She has been manipulated by her bf &amp; media personalities. She will come undone because of this. #metoo,2022-10-28T05:22:56.000Z,2
en,"Don't feel sad for making decisions that upset other people. You are not responsible for their happiness. “you’re responsible for yours”.⠀
#حماية #حقوق_المرأة #المرأة
#حماية_لمجتمع_آمن_وخال_من_العنف_بكافة_أشكاله
#women #womenrights
#metoo #metoomovement #timesup #timesup https://t.co/aThh1rS2lg",2022-10-28T08:45:11.000Z,0
en,"Five years of #MeToo: ""New York Times"" complains not enough damage has been done https://t.co/mdmaCwnJTf",2022-10-28T08:44:14.000Z,0
en,#avengers #bachelor #boxing #billionare #cannabis #drugs #edibles #feminist #feminism #ganja #love  #metoo #money #married #nba #power #relationship #rich #solitude #success #wealth #weed She’s going to leave him. https://t.co/S6nFxMxyeK,2022-10-28T08:42:24.000Z,1
en,"@solysolz I think hashflag has nothing to do with the actual flags. it’s something like #metoo &amp; #نوروز that when you use it, something like an emoji appears with it.",2022-10-28T08:39:52.000Z,0
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,"Take action . How this woman framing innocent men.
@KirenRijiju 
@PMOIndia 
#ELONMUSK #INDvPAK #Mentoo #MeToo #India #Indian https://t.co/pRfCWnU1W1",2022-10-28T08:36:05.000Z,2
en,"Child labor deprives them from childhood, potential, dignity, and that's harmful to their development
⠀
#حماية #حقوق_المرأة #المرأة
#حماية_لمجتمع_آمن_وخال_من_العنف_بكافة_أشكاله
#women #womenrights
#metoo #metoomovement #timesup #timesup #NiUnaMenos #heforshe #sexism #equality https://t.co/oVW9Qudy1r",2022-10-28T08:35:31.000Z,0
en,"Every child is born a genius.
- Buckminster Fuller
#حماية #حقوق_المرأة #المرأة
#حماية_لمجتمع_آمن_وخال_من_العنف_بكافة_أشكاله
#himaya #himayaajman
#women #womenrights
#metoo #metoomovement #timesup #timesup #NiUnaMenos #heforshe #sexism #equality #feminist #feminism https://t.co/cDcEZ7njoh",2022-10-28T08:35:07.000Z,0
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3802
en,#avengers #bachelor #boxing #billionare #cannabis #drugs #edibles #feminist #feminism #ganja #love  #metoo #money #married #nba #power #relationship #rich #solitude #success #wealth #weed #halamadrid# Real Madrid FC https://t.co/NJqmkvxOJ4,2022-10-28T08:32:54.000Z,0
en,Australia’s most notorious #MeToo case ends in chaos — RT World News https://t.co/BhBdm4aWyT,2022-10-28T08:31:59.000Z,0
en,"A threat to women: NCW chief seeks Punjab CM's resignation over #MeToo allegations

New Delhi, Sep 20: National Commission for Women (NCW) Chairperson Rekha Sharma has sought the res ..

https://t.co/fn4j12X6FD",2022-10-28T08:31:41.000Z,0
en,"@noapaulag @RealSaavedra M =&gt; ¬P  ⇔ ¬¬P ⇒ ¬M ⇔ P ⇒ ¬M
¬M∧¬P⇒M, can't be inferred from previous statements.
¬(M∨P)⇒M neither. And there, you could see how stupid it sounds as setting P to false yields:
¬M⇒M
There should be a #metoo for logic, because it was quite a rape.",2022-10-28T08:31:14.000Z,0
en,"On Monday, the New York Times posted an article by Hollywood correspondent Brooks Barnes (“After #MeToo Reckoning, a Fear Hollywood Is Regressing”) bemoaning the lack of damage that the sexual misconduct campaign has done—and calling for more. https://t.co/OSneotukvN",2022-10-28T08:30:02.000Z,1
en,@VianNickMay @kindanew @JohnBatista528 @Patrickdoyle75 @Bridget78532322 @GarethLeitch @10DowningStreet @tradegovuk @GEOgovuk We are scared of dangerous and violent males. How did we go so quickly from #metoo to complete denial of male violence?,2022-10-28T08:29:22.000Z,0
en,"She probably talked about being a fvckdoll for him or his friends.
#Metoo https://t.co/fr0CTP45mz",2022-10-28T08:28:59.000Z,0
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,Zhang Gaoli back in power after sex assault claim by tennis star #Peng Shuai #MeToo ⁦@vanbadham⁩ ⁦@vanOnselenP⁩ ⁦@KamalaHarris⁩ ⁦@jk_rowling⁩ ⁦@bariweiss⁩ ⁦@margarethodge⁩ ⁦@KhaledAbuToameh⁩ ⁦@DrewPavlou⁩  https://t.co/znMuWq9xMZ,2022-10-25T10:45:58.000Z,52
en,It has been very saddening but not altogether surprising to follow #econtwitter’s current #metoo moment. A short 🧵 based on my experience conducting research related to reporting of (sexual) harassment.,2022-10-26T18:32:11.000Z,243
en,A high-profile Australian #MeToo trial ended unexpectedly — and without a verdict https://t.co/KLjs3GrBQ0,2022-10-28T08:12:09.000Z,0
en,"Excited to share the cover of my edited book!

The book is about the #MeToo movement in the global south. Early career scholars and grad students have contributed 15 of the 16 chapters in the book. Will be out in May 2023 with Oxford. https://t.co/Ue9WsqhvjL",2022-10-27T16:02:29.000Z,366
en,Pam literally hates the #metoo movement Lmaoo a literal mra,2022-10-28T07:48:11.000Z,27
en,"@PRobert69864792 @TeaJunkie1 @ScotNational That privacy and security that never existed. In your day, there was constant abuse &amp; harrassment from men that women - just accepted as their “lot”. Now we are much better informed. #metoo showed that women - of all kinds - won’t put up with the things you put up with 🤷‍♀️",2022-10-28T08:04:17.000Z,0
en,"#Survivors, If you’d like to share YOUR story, please follow 
@SpeakOurStories 

Speak! your #survival story and be featured 
courtesy of @SexAbuseChat &amp; @SayftyCom 
https://t.co/M98fwC9m4R

Anonymous or not - it’s up to you
Survivors of all genders welcome to submit

#CSA #MeToo https://t.co/Cdtg6PB8xu",2022-10-28T08:01:08.000Z,0
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
Centre Ensure SSRJustice
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/eWAM2frsqu",2022-10-28T02:43:26.000Z,10
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
Centre Ensure SSRJustice",2022-10-28T02:50:29.000Z,7
en,Pam literally hates the #metoo movement Lmaoo a literal mra,2022-10-28T07:48:11.000Z,27
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,"A highly-detailed #memoir recounting the first 20 years of my life has been written and #optioned by a #premium #cable #Network based in the #UnitedStates. I’ll have more to say in the #Spring of 2023!! Tight hugs, Jus &lt;3 &lt;3 &lt;3  #justynabacajan #truthbomb #MeToo https://t.co/kG6SJPovhu",2022-10-27T18:35:10.000Z,29
en,"China scrutinizes arts academies after sexual harassment claims. The move comes after a student at Yingluzhantai academy, which trains students for arts and film schools, accused the top instructor of raping and harassing several female students in September. #MeToo https://t.co/a0U4LaRyTu",2022-10-28T07:43:55.000Z,0
en,"To her surprise, the respondents lambasted her for sowing societal division, and promoting reverse discrimination in the US. 

After being snubbed by Google, Thenmozhi compared herself to an ‘abuse survivor’ who is not being allowed to speak on the #MeToo movement. 
(9/n)",2022-06-03T15:49:10.000Z,2003
en,"dear me, i'll make you proud one day.,, #MeToo #ISPR #YouthMT #Youngthots 🤗",2022-10-28T07:37:32.000Z,2
en,@AntacsB @VaushV Please block #metoo!,2022-10-28T07:33:35.000Z,1
en,"Who orchestrated the #MeToo story against SSR?

@CBI_CIO @KirenRijiju @HMOIndia @ips_nupurprasad 
Centre Ensure SSRJustice",2022-10-28T02:55:10.000Z,4
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
Centre Ensure SSRJustice",2022-10-28T02:50:29.000Z,7
en,"@tnhh @1Br0wn @Twitter @joinmastodon @janiswong_ you must not lose the faith! #metoo i also had a bad portability experience, @bandcamp deleted my account in which there were records i had paid for and then they said 'oops'... but you know PORTABILITY IS THE FUTURE, half of Brussels seems convinced of this, we must keep trying",2022-10-28T07:24:12.000Z,2
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
Centre Ensure SSRJustice
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/eWAM2frsqu",2022-10-28T02:43:26.000Z,10
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
Centre Ensure SSRJustice
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/eWAM2frsqu",2022-10-28T02:43:26.000Z,10
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
Centre Ensure SSRJustice",2022-10-28T02:50:29.000Z,7
en,"Five years of #MeToo: &lt;em&gt;New York Times&lt;/em&gt; complains not enough damage has been done https://t.co/xduQbAzGni
#MeToo is attempt to obscure #class as main division in society and an attack on #presumptionofinnocence is basic democratic rights",2022-10-28T07:15:00.000Z,1
en,3 years ago today… #metoo,2022-10-28T06:27:53.000Z,2
en,@rob_from_oz You forgot the hashtag #MeToo,2022-10-28T06:04:57.000Z,3
en,"Sonia Mishal ‘shames’ Humaima Malick and Dua Malick for their silence over Feroze’s alleged abuse 

#SoniaMishal #HumaimaMalick #FerozeKhan #Showbiz #Celebrities #Pakistan #WeTrustImranKhan #DGISPR #DomesticAbuse #MeToo #حقیقی_آزادی_لانگ_مارچ

https://t.co/SWqfUyV60q",2022-10-28T05:50:46.000Z,0
en,"This movie shouldn't be labeled as woke, it's just the MCU pimping the #metoo movement 2 keep from going broke. Disney, u have a Black Male leadership character arc problem &amp; u need the T'Challa character 2 help u climb out of that hole &amp; not Sam Wilson. #recastTChalla https://t.co/Y6BPyUjI9t",2022-10-28T05:48:47.000Z,2
en,"@TimRunsHisMouth The #MeToo people are awefully silent about it. 
So much for #MeToo, guess its #JustYou for Ghislaine. 🤷‍♂️",2022-10-28T05:25:32.000Z,1
en,@LIndaJo09311641 @WhosFibbing We are witnessing a naive young woman who was promised an outcome she is far from getting. She has been manipulated by her bf &amp; media personalities. She will come undone because of this. #metoo,2022-10-28T05:22:56.000Z,2
en,Who's saving all the titty pics so if they try to #MeToo anybody it all goes to shit?,2022-10-28T05:13:56.000Z,1
en,Mayor Brown will be entirely focused on dodging fellow prisoners soon in the shower @ElectionsCan_E #canadapolitics #MeToo @fordnation,2022-10-28T05:09:19.000Z,0
en,"@BorisDayK @Jane_6114 @JMoncktonSmith Have you not been listening during #metoo? Women get assaulted, verbally harrassed by strangers ALL THE TIME, especially during their teens. There are a lot more creeps out there than you realize. Some dudes also just get off on frightening women. It is fun to them.",2022-10-28T05:00:26.000Z,15
en,"Regretful sex is not rape.

#metoo",2022-10-28T04:27:16.000Z,1
en,"Twitter is where #BlackLivesMatter and #MeToo were born. That's the aspect of this platform that Elon &amp; co will most try to change. Chase away the ""wokes"" and what other established platform remains for grassroots? Zuckbook? Please.",2022-10-28T04:25:18.000Z,91
en,@gmorg22 Grace Tame would have a melt down and #Metoo would rage.,2022-10-28T04:03:59.000Z,0
en,@schmidtyr71 @cristalhotbabe_ Have one for #metoo,2022-10-28T03:54:24.000Z,3
en,"I took the horse paste version of ivermectin to cure covid, and Trump won the 2024 election. #MeToo",2022-10-28T03:52:58.000Z,0
en,"@JulesJester It’s like a woman would never fabricate false allegations against a Senate candidate, Supreme Court nominee or Presidential candidate. #MeToo",2022-10-28T03:38:40.000Z,0
en,"New in AER: ""Reporting Sexual Misconduct in the #MeToo Era"" by Ing-Haw Cheng &amp; Alice Hsiaw

https://t.co/nQSvWqi3d1

h/t @joshgans https://t.co/T4P0r3MV0D",2022-10-27T14:00:32.000Z,106
en,The #MeToo movement has destroyed so many lives more than it has saved,2022-10-28T03:29:11.000Z,0
en,This is real and it’s an integral part of MOST Christian churches in the US. #ChurchToo #rapeculture,2022-10-28T03:19:31.000Z,0
en,@GhostsCBS I saw the episode and Molly is what would today be known as a #MeToo victim by her lecherous boss. Poor Molly.,2022-10-28T03:04:34.000Z,0
en,"Five years of the #MeToo witch-hunt have destroyed scores of lives and careers in film, music and the media, and weakened democratic rights, including the presumption of innocence, and created an atmosphere of intimidation and self-censorship.
https://t.co/DQF9QiBNP2",2022-10-28T02:56:16.000Z,3
en,"Why did Sanjana provide clarification on #MeToo after a month , despite being active on SM?

@CBI_CIO @KirenRijiju @HMOIndia @ips_nupurprasad 
Centre Ensure SSRJustice",2022-10-28T02:55:11.000Z,3
en,"Who orchestrated the #MeToo story against SSR?

@CBI_CIO @KirenRijiju @HMOIndia @ips_nupurprasad 
Centre Ensure SSRJustice",2022-10-28T02:55:10.000Z,4
en,"MTP REPORTS: Gen Z women tell @WatchSavannah #MeToo hasn’t changed things for them.

College student Mayson Merritt: “When domestic violence and sexual assault … happen on college campuses, I think they are lessened in a way. ... You're told, you shouldn't  … dress like this.” https://t.co/JJu2HJz1kj",2022-10-28T02:53:00.000Z,2
en,Your biological father wanted to deform you so you weren’t a Model. #MeToo,2022-10-28T02:52:43.000Z,0
en,"On whose instructions bogus #MeToo articles were written about him? Why did ""Paid Media Channel"" publish those articles which hold no truth and can't be substantiated?
@ips_nupurprasad @PMOIndia @HMOIndia
Centre Ensure SSRJustice",2022-10-28T02:50:29.000Z,7
en,"Another trip to the studio to record the acknowledgments for Two Tickets to Paradise, from Cult to Comedy! And that's a wrap for realzz! Audible and print drop early Nov.'22. EBook dropping 11
1.22 now avail for preorder! 

#memoir #publishing #exjw #comedy #comedytragedy #metoo https://t.co/zXFiEx9Eg6",2022-10-28T02:47:38.000Z,2
en,"So proud to know these incredible survivors, 5 years after #metoo and celebrated at #wif as Harvey is on trial, again. ⁦@SarahAnnMasse⁩ ⁦@thekatkendall⁩ great to meet u Lauren o’Connor. Proud to know you https://t.co/umBwdl07SM",2022-10-28T02:46:13.000Z,6
en,"@VinnyChirayil @ProfFeynman @JohnsHopkins Go tell Elon. He can make her unblock you if you ask nicely…oh, and can you ask same for #metoo?",2022-10-28T02:43:42.000Z,1
en,"Thread 5
#Metoo allegations against Sushant were breaking news and all over the place then how come Sanjana didn't get this news and responded on time in a way letting him suffer for that period.
Centre Ensure SSRJustice
@ips_nupurprasad  @PMOIndia  @HMOIndia https://t.co/eWAM2frsqu",2022-10-28T02:43:26.000Z,10
en,"WATCH: In 2017, Rosanna Arquette was one of the first women to come forward with allegations against Harvey Weinstein. Five years later, she says she’s still proud of what #MeToo accomplished.

“It galvanized the movement … globally around the world for women and all survivors.” https://t.co/AHlsDeRYx3",2022-10-28T02:35:00.000Z,22
en,"Will Zegler's ""Snow White"" file a #MeToo complaint after the prince kisses her without consent? Will the evil queen start an ""Evil Queens' Beauty Matters"" movement? 
No one wants Snow White updated to a ""woke,"" leftist version, @cwtremo writes. https://t.co/X2V4m6OykT",2022-10-28T02:30:45.000Z,16
en,"WATCH: In 2017, #MeToo sparked a reckoning over sexual violence perpetrated by high-profile, powerful people.

Five years later, is America a safer place?

While a majority of American adults think #MeToo improved workplaces, sexual assault is now a top fear among Gen Z. https://t.co/fuWzR8ubXG",2022-10-28T02:30:00.000Z,7
en,"Amazing to see the man who has been celebrated like he is the Malaysian MLK has hired a lawyer who has been accused of sexual harassment by several women. 

#MeToo",2022-10-28T02:26:36.000Z,15
en,#Metoo only cares for fat liberal ugly women. Not attractive Republican women.,2022-10-28T02:14:17.000Z,0
en,The system is not working. We need to fundamentally address this and create pathways for survivors to move through a system that is responsive to their needs and fair to their plight. #INJUSTICE #metoo #LehrmannTrial,2022-10-28T02:10:13.000Z,1
en,This Nigga getting cancelled 😂😂 #MeToo,2022-10-28T02:04:05.000Z,1
en,"Thank you to @kaylawebley for featuring me in this @ELLEmagazine piece about my journey since coming forward as a Weinstein #SilenceBreaker in 2017, and how the #MeToo movement has grown, changed, and adapted since going viral. https://t.co/dw4J0bZkZ8",2022-10-28T00:46:45.000Z,12
en,"@GreyFoxRob @FamilyProjectTX Democratic activist and #metoo proponent, Asia Argento, settled a lawsuit for sexual harassment stemming from sexual activities with an underage actor.",2022-10-28T01:55:56.000Z,0
en,"Women are attempting to cancel masculinity. I am a direct result of their pathetic heinous attempt. You can’t out root the innate predatory instincts  of this righteous cat. There exist some men you don’t get away with attempting to chemically castrate!

#Truth #EndTimes #MeToo",2022-10-28T01:52:47.000Z,0
en,"Meanwhile, as Messmaster takes a victory lap for his handling of the Mostwam debacle, another known serial sexual predator is promoting his latest shoot on UMD (and selling it on Vidown), because evidently #MeToo never happened in that universe. https://t.co/2n203yB2Rc",2022-10-28T01:34:01.000Z,6
en,"In 3 weeks, SF Archbishop Cordileone is running in for a top nat. office w/ the US Bishops Conference. But he's one of a few prelates who refuses to disclose predator priests. #CSA #clergy #churchtoo #SNAPHeals #RCCAbuse  #ChurchToo #SBCtoo 

https://t.co/QzV3Np5qxQ",2022-10-27T15:43:19.000Z,12
en,"u aren’t ur job—problem here is people here r too identified—culture 

cops mental health needs to b taken into consideration to respond to #DomesticAbuse calls 

as a professional I caution others that being that enmeshed is dangerous

#DomesticViolenceAwarenessMonth #MeToo",2022-10-28T01:35:35.000Z,0
en,"Meanwhile, as Messmaster takes a victory lap for his handling of the Mostwam debacle, another known serial sexual predator is promoting his latest shoot on UMD (and selling it on Vidown), because evidently #MeToo never happened in that universe. https://t.co/2n203yB2Rc",2022-10-28T01:34:01.000Z,6
en,"Hi @LSBU. Remember when I emailed you 3 years ago about your new pharmacist lecturer? About how he repeatedly sexually harassed me? While at work and over text? No? 

Well he's still employed by you, and you've finally put his photo up, so let me remind you 🧵

#MeToo https://t.co/3QWLwL7WFx",2022-10-24T16:56:45.000Z,3803
en,"🇦🇺 #Metoo activist Higgins, gave a speech outside the court that has now been referred to the court and the police to determine whether it amounts to a contempt of court and/or a criminal offence. Is this victim publicly to sway a future jury? Should have kept quiet for now.",2022-10-28T00:52:19.000Z,0
en,"WATCH: Gen Z women tell @WatchSavannah that #MeToo hasn’t changed things for them.

College student Mayson Merritt: “When domestic violence and sexual assault … happen on college campuses, I think they are lessened in a way. ... You're told, you shouldn't  … dress like this.” https://t.co/5SAE2WXbOa",2022-10-28T00:50:00.000Z,1
en,"Please follow this link to read the full ELLE article, and thank you for supporting, believing, and uplifting #survivors and #SilenceBreakers!

https://t.co/rpyElqFrRP

#HireSurvivorsHollywood #HireSurvivors #MeToo #MeTooMvmt #MeTooMovement #Hollywood #Survivor",2022-10-28T00:46:46.000Z,0
en,"Thank you to @kaylawebley for featuring me in this @ELLEmagazine piece about my journey since coming forward as a Weinstein #SilenceBreaker in 2017, and how the #MeToo movement has grown, changed, and adapted since going viral. https://t.co/dw4J0bZkZ8",2022-10-28T00:46:45.000Z,12
en,"my heavy coat is gone now bless the person that gifted it along w over $200 worth of clothes food propane left at #SocialServices 

after spending over $800 to secure RV for Winter—abuse continues

#PoliceBrutality #MeToo #Homeless",2022-10-28T00:36:51.000Z,0
en,Five years of #MeToo: &lt;em&gt;New York Times&lt;/em&gt; complains not enough damage has been done - World Socialist Web Site https://t.co/mhSwrJRgj1,2022-10-28T00:33:00.000Z,3
en,"“Will Zegler's ""Snow White"" file a #MeToo complaint after the prince kisses her while sleeping and without her consent? Will the evil queen… start an ""Evil Queens' Beauty Matters"" movement?

No one wants Snow White updated to a ""woke,"" leftist version.”

https://t.co/C6eKGb0bgJ",2022-10-28T00:32:20.000Z,8
en,"WATCH: In 2017, Rosanna Arquette was one of the first women to come forward with allegations against Harvey Weinstein. Five years later, she says she’s still proud of what #MeToo accomplished.

“It galvanized the movement … globally around the world for women and all survivors.” https://t.co/jYF0VEOqXE",2022-10-28T00:32:00.000Z,15
en,On the #podcast @AngieBerrett  Talks Healing with Movement #mentalhealth #stigmafree #traumarecovery #abusesurvivor #recoveryispossible #PodernFamily #Podnation #metoo @goodpodsHQ ▶️ https://t.co/jvyLva4goa https://t.co/xOL2vdwjVZ,2022-10-28T00:25:01.000Z,1
en,"MTP REPORTS: In 2017, #MeToo sparked a reckoning over sexual violence perpetrated by high-profile, powerful people.

Five years later, is America a safer place?

While a majority of American adults think #MeToo improved workplaces, sexual assault is now a top fear among Gen Z. https://t.co/qUtombDDJv",2022-10-28T00:23:00.000Z,6
en,#MeToo @JesseKellyDC I despise them,2022-10-28T00:15:47.000Z,0
en,"@POTUS Ok , I’m happy for you. Did you wipe your hinny ? #ashleybiden #metoo #HunterBiden #whereishunter #BidenCrimeFamilly #ULTRAMAGA  #AmericaFirst #MAGA #DemocratsAreEvil #DemocratsDividingAndDestroyingAmerica https://t.co/PRzuoaqsT6",2022-10-27T23:48:21.000Z,1
en,"No means no, except to the most powerful woman in fashion. Kyle's been trying to forget her for 11 years. She's longed for a reunion. Someone's about to be disappointed. Link to buy: https://t.co/Rl0U8O4fpF #book #books #november #womensfiction #fiction #metoo #twist https://t.co/yZ2puJ0P3J",2022-10-27T23:42:43.000Z,8
en,Thank you @jkalbrechtsen for highlighting the trashing of some core principles of our legal system by media &amp; the #MeToo circus.,2022-10-27T23:22:49.000Z,0
en,@trainspeedhump @Darthspoog Exactly. The history speaks for itself. I hope the court is also pointing to neurological and trauma research and how that affects memory. It’s a survival technique that can work against us as victims #metoo,2022-10-27T23:19:42.000Z,13
en,"Huang 'Sophia' Xueqin is an incredible journalist, whose dedication to her work &amp; to the #MeToo movement has led to her imprisonment by the #CCP.
 
We are grateful to Lü Pin for accepting the award on Sophia's behalf. #IndexAwards22 https://t.co/ytyAW9v60n",2022-10-27T19:17:02.000Z,23
en,"@jerr_rrej Just like #MeToo , it's to control men.

But we should remember that only God is above us",2022-10-27T23:06:34.000Z,6
en,Australia’s most notorious #MeToo case ends in chaos — RT World News https://t.co/7lHoswojoJ,2022-10-27T23:06:12.000Z,1
en,Sadly #BrittanyHiggins has been reduced to a propaganda figure for womens right and the #metoo movement. You’re either 100% for her or you’re ‘part of the problem’ 🤷🏼‍♀️ #,2022-10-27T22:59:55.000Z,0
en,Conservative men who fought against #MeToo from the beginning and use Amber to proudly display their hatred for women are not surprising -- they do what they have always done and need to be fought. I hate that they are winning.,2022-10-27T22:55:17.000Z,0
en,"If you can handle the subject matter, I suggest reading this fantastic personal piece on consent, sexuality, &amp; just how poorly [ants/SAPs/etc.] ""understood"" these issues once they were dragged into the public sphere during extremely important movements like #MeToo.",2022-10-27T22:53:19.000Z,2
en,Five years of #MeToo: &lt;em&gt;New York Times&lt;/em&gt; complains not enough damage has been done https://t.co/tO5QMDr1oa,2022-10-27T22:52:42.000Z,6
en,"@KaiaAve @Sherylynn_R @TheoryOfEquity @ConstanceWu @kattenbarge No abuse reported by her or other long term partners.  The problem with Amber Heard's allegations is that no one came out to say #MeToo .

She hired PI Paul Baressi to find dirt on JH, but none could be found.

Letter Paradis wrote supporting Johnny Depp:
https://t.co/QWXrgTb7ax https://t.co/x30Rcb0U9p",2022-10-27T22:48:33.000Z,39
en,"When your day started tough 🙄 then you go to another social media platform &amp; is reminded that you will virtually be speaking in ""Rome, Italy"" on next Tuesday, November 4th 👏👏🗣️🗣️🌟🌟
#mentalhealth #selflove #lifeaftertrauma #MeToo #takenoprisioners #breatheagain https://t.co/1YDkUW2Ap5",2022-10-27T22:43:10.000Z,1
en,"Excited to share the cover of my edited book!

The book is about the #MeToo movement in the global south. Early career scholars and grad students have contributed 15 of the 16 chapters in the book. Will be out in May 2023 with Oxford. https://t.co/Ue9WsqhvjL",2022-10-27T16:02:29.000Z,366
